County Name,Facility_Name,Full_Address,State,Total
SNOHOMISH,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,"1321 COLBY AVENUE,EVERETT,SNOHOMISH,WA",WA,328618
KING,MULTICARE AUBURN MEDICAL CENTER,"202 NORTH DIVISION STREET PLAZA ONE,AUBURN,KING,WA",WA,890561
LEWIS,PROVIDENCE CENTRALIA HOSPITAL,"914 S SCHEUBER ROAD,CENTRALIA,LEWIS,WA",WA,10028
PIERCE,ST CLARE HOSPITAL,"11315 BRIDGEPORT WAY S W,LAKEWOOD,PIERCE,WA",WA,228569
THURSTON,PROVIDENCE ST PETER HOSPITAL,"413 LILLY ROAD NE,OLYMPIA,THURSTON,WA",WA,25158
KING,SWEDISH MEDICAL CENTER / CHERRY HILL,"500 17TH AVENUE,SEATTLE,KING,WA",WA,890561
SNOHOMISH,SWEDISH EDMONDS HOSPITAL,"21601 76TH AVENUE WEST,EDMONDS,SNOHOMISH,WA",WA,328618
KING,SWEDISH MEDICAL CENTER,"747 BROADWAY,SEATTLE,KING,WA",WA,890561
WHATCOM,ST JOSEPH HOSPITAL,"2901 SQUALICUM PARKWAY,BELLINGHAM,WHATCOM,WA",WA,47538
GRAYS HARBOR,GRAYS HARBOR COMMUNITY HOSPITAL,"915 ANDERSON DRIVE,ABERDEEN,GRAYS HARBOR,WA",WA,2235
GRANT,SAMARITAN HOSPITAL,"801 EAST WHEELER ROAD,MOSES LAKE,GRANT,WA",WA,79813
YAKIMA,VIRGINIA MASON MEMORIAL,"2811 TIETON DRIVE,YAKIMA,YAKIMA,WA",WA,416686
YAKIMA,ASTRIA TOPPENISH HOSPITAL,"502 W FOURTH AVE,TOPPENISH,YAKIMA,WA",WA,416686
KITSAP,HARRISON MEDICAL CENTER,"2520 CHERRY AVENUE,BREMERTON,KITSAP,WA",WA,20459
SPOKANE,DEACONESS MEDICAL CENTER,"W 800 FIFTH AVENUE,SPOKANE,SPOKANE,WA",WA,88909
KING,OVERLAKE HOSPITAL MEDICAL CENTER,"1035-116TH AVE NE,BELLEVUE,KING,WA",WA,890561
KING,KAISER PERMANENTE CENTRAL HOSPITAL,"201 - 16TH AVENUE EAST,SEATTLE,KING,WA",WA,890561
BENTON,TRIOS HEALTH,"900 SOUTH AUBURN STREET,KENNEWICK,BENTON,WA",WA,266605
SPOKANE,PROV SACRED HRT MED CTR & CHILDS HOSP.,"101 WEST 8TH AVENUE,SPOKANE,SPOKANE,WA",WA,88909
BENTON,KADLEC REGIONAL MEDICAL CENTER,"888 SWIFT BLVD,RICHLAND,BENTON,WA",WA,266605
PIERCE,Madigan AMC (FT Lewis),"9040 Jackson Avenue,Tacoma,PIERCE,WA",WA,228569
SNOHOMISH,CASCADE VALLEY HOSPITAL,"330 S STILLAGUAMISH AVE,ARLINGTON,SNOHOMISH,WA",WA,328618
KING,HARBORVIEW MEDICAL CENTER,"325 9TH AVENUE,SEATTLE,KING,WA",WA,890561
KITSAP,NH Bremerton,"1 Boone Road,Bremerton,KITSAP,WA",WA,20459
SPOKANE,PROVIDENCE HOLY FAMILY HOSPITAL,"5633 NORTH LIDGERWOOD,SPOKANE,SPOKANE,WA",WA,88909
PIERCE,MULTICARE GOOD SAMARITAN HOSPITAL,"401 15TH AVENUE SE,PUYALLUP,PIERCE,WA",WA,228569
SNOHOMISH,EVERGREENHEALTH MONROE,"14701 179TH AVE SE,MONROE,SNOHOMISH,WA",WA,328618
KING,VALLEY MEDICAL CENTER,"400 S 43RD ST,RENTON,KING,WA",WA,890561
PIERCE,ST JOSEPH MEDICAL CENTER,"1717 SOUTH J STREET,TACOMA,PIERCE,WA",WA,228569
SPOKANE,MULTICARE VALLEY HOSPITAL,"12606 EAST MISSION AVENUE,SPOKANE,SPOKANE,WA",WA,88909
KING,EVERGREENHEALTH MEDICAL CENTER,"12040 NE 128TH STREET,KIRKLAND,KING,WA",WA,890561
PIERCE,TACOMA GENERAL ALLENMORE HOSPITAL,"315 S MLK JR WAY,TACOMA,PIERCE,WA",WA,228569
THURSTON,CAPITAL MEDICAL CENTER,"3900 CAPITAL MALL DR SW,OLYMPIA,THURSTON,WA",WA,25158
KING,ST FRANCIS COMMUNITY HOSPITAL,"34515 9TH AVENUE SOUTH,FEDERAL WAY,KING,WA",WA,890561
ISLAND,NH Oak Harbor,"3475 North Saratoga Street,Oak Harbor,ISLAND,WA",WA,20312
PIERCE,ST ANTHONY HOSPITAL,"11567 CANTERWOOD BOULEVARD NW,GIG HARBOR,PIERCE,WA",WA,228569
KING,SWEDISH ISSAQUAH,"751 NE BLAKELY DR,ISSAQUAH,KING,WA",WA,890561
KING,MULTICARE COVINGTON MEDICAL CENTER,"17700 SE 272ND ST,COVINGTON,KING,WA",WA,890561
GARFIELD,GARFIELD COUNTY PUBLIC HOSPITAL DISTRICT #1,"66 NORTH SIXTH STREET,POMEROY,GARFIELD,WA",WA,24993
PACIFIC,WILLAPA HARBOR HOSPITAL,"800 ALDER STREET,SOUTH BEND,PACIFIC,WA",WA,992
GRAYS HARBOR,SUMMIT PACIFIC MEDICAL CENTER-SWING BED UNIT,"600 EAST MAIN STREET,ELMA,GRAYS HARBOR,WA",WA,2235
LINCOLN,LINCOLN HOSPITAL,"10 NICHOLS STREET,DAVENPORT,LINCOLN,WA",WA,205212
LINCOLN,ODESSA MEMORIAL HEALTHCARE CENTER,"502 E AMENDE DRIVE,ODESSA,LINCOLN,WA",WA,205212
GRANT,COULEE MEDICAL CENTER,"411 FORTUYN ROAD,GRAND COULEE,GRANT,WA",WA,79813
STEVENS,PROVIDENCE ST JOSEPH HOSPITAL,"500 EAST WEBSTER,CHEWELAH,STEVENS,WA",WA,4065
PEND OREILLE,NEWPORT COMMUNITY HOSPITAL,"714 WEST PINE STREET,NEWPORT,PEND OREILLE,WA",WA,417
ADAMS,EAST ADAMS RURAL HOSPITAL,"903 SOUTH ADAMS,RITZVILLE,ADAMS,WA",WA,401725
BENTON,PROSSER MEMORIAL HOSPITAL,"723 MEMORIAL STREET,PROSSER,BENTON,WA",WA,266605
PACIFIC,OCEAN BEACH HOSPITAL,"174 FIRST AVENUE NORTH,ILWACO,PACIFIC,WA",WA,992
KLICKITAT,SKYLINE HOSPITAL,"211 SKYLINE DRIVE,WHITE SALMON,KLICKITAT,WA",WA,3976
KLICKITAT,KLICKITAT VALLEY HOSPITAL,"310 SOUTH ROOSEVELT,GOLDENDALE,KLICKITAT,WA",WA,3976
GRANT,COLUMBIA BASIN HOSPITAL,"200 NAT WASHINGTON WAY,EPHRATA,GRANT,WA",WA,79813
ADAMS,OTHELLO COMMUNITY HOSPITAL,"315 NORTH 14TH AVENUE,OTHELLO,ADAMS,WA",WA,401725
LEWIS,ARBOR HEALTH MORTON HOSPITAL,"521 ADAMS STREET,MORTON,LEWIS,WA",WA,10028
GRANT,QUINCY VALLEY MEDICAL CENTER,"908 10TH AVENUE SOUTHWEST,QUINCY,GRANT,WA",WA,79813
OKANOGAN,NORTH VALLEY HOSPITAL,"203 SOUTH WESTERN,TONASKET,OKANOGAN,WA",WA,7341
FERRY,FERRY COUNTY MEMORIAL HOSPITAL,"36 KLONDIKE ROAD,REPUBLIC,FERRY,WA",WA,155
JEFFERSON,JEFFERSON HEALTHCARE,"834 SHERIDAN STREET,PORT TOWNSEND,JEFFERSON,WA",WA,1068891
OKANOGAN,THREE RIVERS HOSPITAL,"507 HOSPITAL WAY,BREWSTER,OKANOGAN,WA",WA,7341
STEVENS,PROVIDENCE MOUNT CARMEL HOSPITAL,"982 EAST COLUMBIA,COLVILLE,STEVENS,WA",WA,4065
WHITMAN,WHITMAN HOSPITAL AND MEDICAL CENTER,"1200 WEST FAIRVIEW,COLFAX,WHITMAN,WA",WA,2565
OKANOGAN,MID VALLEY HOSPITAL,"810 JASMINE STREET,OMAK,OKANOGAN,WA",WA,7341
SKAGIT,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,"2000 HOSPITAL DRIVE,SEDRO WOOLLEY,SKAGIT,WA",WA,46204
YAKIMA,ASTRIA SUNNYSIDE HOSPITAL,"1016 TACOMA AVENUE,SUNNYSIDE,YAKIMA,WA",WA,416686
WHITMAN,PULLMAN REGIONAL HOSPITAL,"835 S BISHOP BLVD,PULLMAN,WHITMAN,WA",WA,2565
ASOTIN,TRI-STATE MEMORIAL HOSPITAL,"1221 HIGHLAND AVENUE,CLARKSTON,ASOTIN,WA",WA,1854
KITTITAS,KITTITAS VALLEY COMMUNITY HOSPITAL,"603 SOUTH CHESTNUT,ELLENSBURG,KITTITAS,WA",WA,8685
KING,ST ELIZABETH HOSPITAL,"1450 BATTERSBY AVENUE,ENUMCLAW,KING,WA",WA,890561
MASON,MASON GENERAL HOSPITAL & FAMILY OF CLINICS,"901 MT VIEW DRIVE,SHELTON,MASON,WA",WA,15099
FRANKLIN,LOURDES MEDICAL CENTER,"520 N FOURTH AVENUE,PASCO,FRANKLIN,WA",WA,987750
KING,SNOQUALMIE VALLEY HOSPITAL,"9801 FRONTIER AVE SE,SNOQUALMIE,KING,WA",WA,890561
ISLAND,WHIDBEYHEALTH MEDICAL CENTER,"101 NORTH MAIN STREET,COUPEVILLE,ISLAND,WA",WA,20312
SAN JUAN,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,"1117 SPRING STREET,FRIDAY HARBOR,SAN JUAN,WA",WA,191127
KING,SEATTLE CHILDREN'S HOSPITAL,"4800 SAND POINT WAY NE, PO BOX C-5371,SEATTLE,KING,WA",WA,890561
PIERCE,MARY BRIDGE CHILDREN'S HOSPITAL,"317 MARTIN LUTHER KING JR W BOX 5299,TACOMA,PIERCE,WA",WA,228569
SPOKANE,SHRINERS HOSPITAL FOR CHILDREN,"911 WEST 5TH AVENUE,SPOKANE,SPOKANE,WA",WA,88909
KING,BHC FAIRFAX HOSPITAL,"10200 NE 132ND ST,KIRKLAND,KING,WA",WA,890561
SPOKANE,EASTERN STATE HOSPITAL,"850 MAPLE STREET - P O BOX  A,MEDICAL LAKE,SPOKANE,WA",WA,88909
BENTON,LOURDES COUNSELING CENTER,"1175 CARONDELET DRIVE,RICHLAND,BENTON,WA",WA,266605
KING,NAVOS,"2600 SOUTHWEST HOLDEN,SEATTLE,KING,WA",WA,890561
KING,CASCADE BEHAVIORAL HOSPITAL,"12844 MILITARY ROAD SOUTH,TUKWILA,KING,WA",WA,890561
SNOHOMISH,SMOKEY POINT BEHAVIORAL HOSPITAL,"3955 156TH ST NE,MARYSVILLE,SNOHOMISH,WA",WA,328618
SPOKANE,INLAND NORTHWEST BEHAVIORAL HEALTH,"104 W 5TH AVE,SPOKANE,SPOKANE,WA",WA,88909
MONONGALIA,WEST VIRGINIA UNIVERSITY HOSPITALS,"MEDICAL CENTER DRIVE,MORGANTOWN,MONONGALIA,WV",WV,19856
GREENBRIER,GREENBRIER VALLEY MEDICAL CENTER,"1320 MAPLEWOOD AVENUE,RONCEVERTE,GREENBRIER,WV",WV,2647
HARRISON,UNITED HOSPITAL CENTER,"327 MEDICAL PARK DRIVE,BRIDGEPORT,HARRISON,WV",WV,101018
BERKELEY,BERKELEY MEDICAL CENTER,"2500 HOSPITAL DRIVE,MARTINSBURG,BERKELEY,WV",WV,98271
MASON,PLEASANT VALLEY HOSPITAL,"2520 VALLEY DRIVE,POINT PLEASANT,MASON,WV",WV,15099
MARSHALL,REYNOLDS MEMORIAL HOSPITAL,"800 WHEELING AVE,GLEN DALE,MARSHALL,WV",WV,219020
KANAWHA,CHARLESTON AREA MEDICAL CENTER,"501 MORRIS STREET,CHARLESTON,KANAWHA,WV",WV,25136
HANCOCK,WEIRTON MEDICAL CENTER,"601 COLLIERS WAY,WEIRTON,HANCOCK,WV",WV,72911
MONONGALIA,MON HEALTH MEDICAL CENTER,"1200 JD ANDERSON DRIVE,MORGANTOWN,MONONGALIA,WV",WV,19856
KANAWHA,THOMAS MEMORIAL HOSPITAL,"4605 MACCORKLE AVENUE SW,SOUTH CHARLESTON,KANAWHA,WV",WV,25136
RANDOLPH,DAVIS MEDICAL CENTER,"812 GORMAN AVENUE,ELKINS,RANDOLPH,WV",WV,146788
KANAWHA,ST FRANCIS HOSPITAL,"333 LAIDLEY ST,CHARLESTON,KANAWHA,WV",WV,25136
LEWIS,STONEWALL JACKSON MEMORIAL HOSPITAL,"230 HOSPITAL PLAZA,WESTON,LEWIS,WV",WV,10028
OHIO,OHIO VALLEY MEDICAL CENTER,"2000 EOFF STREET,WHEELING,OHIO,WV",WV,20439
MERCER,PRINCETON COMMUNITY HOSPITAL,"122 12TH STREET,PRINCETON,MERCER,WV",WV,649914
MARION,FAIRMONT REGIONAL MEDICAL CENTER,"1325 LOCUST AVENUE,FAIRMONT,MARION,WV",WV,1388722
LOGAN,LOGAN REGIONAL MEDICAL CENTER,"20 HOSPITAL DRIVE,LOGAN,LOGAN,WV",WV,74107
OHIO,WHEELING HOSPITAL,"1 MEDICAL PARK,WHEELING,OHIO,WV",WV,20439
WOOD,CAMDEN CLARK MEDICAL CENTER,"800 GARFIELD AVE,PARKERSBURG,WOOD,WV",WV,52321
RALEIGH,BECKLEY ARH HOSPITAL,"306 STANAFORD ROAD,BECKLEY,RALEIGH,WV",WV,2896
RALEIGH,RALEIGH GENERAL HOSPITAL,"1710 HARPER ROAD,BECKLEY,RALEIGH,WV",WV,2896
MERCER,BLUEFIELD REGIONAL MEDICAL CENTER,"500 CHERRY ST,BLUEFIELD,MERCER,WV",WV,649914
WETZEL,WETZEL COUNTY HOSPITAL,"#3 EAST BENJAMIN DRIVE,NEW MARTINSVILLE,WETZEL,WV",WV,1103
MINGO,WILLIAMSON MEMORIAL HOSPITAL,"859 ALDERSON STREET,WILLIAMSON,MINGO,WV",WV,1141
KANAWHA,CHARLESTON SURGICAL HOSPITAL,"1306 KANAWHA BOULEVARD EAST,CHARLESTON,KANAWHA,WV",WV,25136
BARBOUR,"BROADDUS HOSPITAL ASSOCIATION, INC","1 HEALTHCARE DRIVE MANSFIELD HILL,PHILIPPI,BARBOUR,WV",WV,19537
WEBSTER,WEBSTER COUNTY MEMORIAL HOSPITAL,"324 MILLER MOUNTAIN DRIVE,WEBSTER SPRINGS,WEBSTER,WV",WV,25449
TYLER,SISTERSVILLE GENERAL HOSPITAL,"314 SOUTH WELLS STREET,SISTERSVILLE,TYLER,WV",WV,1995
ROANE,ROANE GENERAL HOSPITAL,"200 HOSPITAL DRIVE,SPENCER,ROANE,WV",WV,3927
TAYLOR,GRAFTON CITY HOSPITAL,"1 HOSPITAL PLAZA,GRAFTON,TAYLOR,WV",WV,46391
BRAXTON,BRAXTON COUNTY MEMORIAL HOSPITAL,"100 HOYLMAN DRIVE,GASSAWAY,BRAXTON,WV",WV,259
MORGAN,WAR MEMORIAL HOSPITAL INC,"1 HEALTHY WAY,BERKELEY SPRINGS,MORGAN,WV",WV,147934
SUMMERS,SUMMERS COUNTY ARH HOSPITAL,"115 SUMMERS HOSPITAL ROAD,HINTON,SUMMERS,WV",WV,124
HAMPSHIRE,HAMPSHIRE MEMORIAL HOSPITAL,"363 SUNRISE BOULEVARD,ROMNEY,HAMPSHIRE,WV",WV,81382
PRESTON,PRESTON MEMORIAL HOSPITAL,"150 MEMORIAL DRIVE,KINGWOOD,PRESTON,WV",WV,3922
BOONE,BOONE MEMORIAL HOSPITAL,"701 MADISON AVENUE,MADISON,BOONE,WV",WV,147482
POCAHONTAS,POCAHONTAS MEMORIAL HOSPITAL,"150 DUNCAN ROAD,BUCKEYE,POCAHONTAS,WV",WV,4805
MINERAL,POTOMAC VALLEY HOSPITAL,"100 PIN OAK LANE,KEYSER,MINERAL,WV",WV,4827
GRANT,GRANT MEMORIAL HOSPITAL,"117 HOSPITAL DRIVE,PETERSBURG,GRANT,WV",WV,79813
FAYETTE,PLATEAU MEDICAL CENTER,"430 MAIN STREET, WEST,OAK HILL,FAYETTE,WV",WV,175417
FAYETTE,"MONTGOMERY GENERAL HOSPITAL, INC","401 SIXTH AVENUE,MONTGOMERY,FAYETTE,WV",WV,175417
JEFFERSON,JEFFERSON MEDICAL CENTER,"300 SOUTH PRESTON STREET,RANSON,JEFFERSON,WV",WV,1068891
JACKSON,JACKSON GENERAL HOSPITAL,"122 PINNELL ST,RIPLEY,JACKSON,WV",WV,269410
UPSHUR,ST JOSEPH'S HOSPITAL,"1 AMALIA DRIVE,BUCKHANNON,UPSHUR,WV",WV,4873
NICHOLAS,SUMMERSVILLE REGIONAL MEDICAL CENTER,"400 FAIRVIEW HEIGHTS ROAD,SUMMERSVILLE,NICHOLAS,WV",WV,1289
KANAWHA,HIGHLAND HOSPITAL,"300 56TH ST SE,CHARLESTON,KANAWHA,WV",WV,25136
HARRISON,HIGHLAND-CLARKSBURG HOSPITAL INC,"3 HOSPITAL PLAZA,CLARKSBURG,HARRISON,WV",WV,101018
PORTAGE,ST MICHAEL'S HOSPITAL,"900 ILLINOIS AVE,STEVENS POINT,PORTAGE,WI",WI,41301
LA CROSSE,MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC,"700 WEST AVENUE SOUTH,LA CROSSE,LA CROSSE,WI",WI,19132
WAUKESHA,WAUKESHA MEMORIAL HOSPITAL,"725 AMERICAN AVE,WAUKESHA,WAUKESHA,WI",WI,83535
OUTAGAMIE,ST ELIZABETH HOSPITAL,"1506 S ONEIDA ST,APPLETON,OUTAGAMIE,WI",WI,28454
BARRON,LAKEVIEW MEDICAL CENTER OF RICE LAKE,"1700 WEST STOUT STREET,RICE LAKE,BARRON,WI",WI,2224
EAU CLAIRE,SACRED HEART HOSPITAL,"900 W CLAIREMONT AVE,EAU CLAIRE,EAU CLAIRE,WI",WI,13823
ONEIDA,MINISTRY SAINT MARYS HOSPITAL,"2251 NORTH SHORE DR,RHINELANDER,ONEIDA,WI",WI,107091
KENOSHA,UNITED HOSPITAL SYSTEM,"6308 EIGHTH AVE,KENOSHA,KENOSHA,WI",WI,106997
OZAUKEE,COLUMBIA ST MARYS HOSPITAL OZAUKEE,"13111 N PORT WASHINGTON RD,MEQUON,OZAUKEE,WI",WI,18116
GREEN,THE MONROE CLINIC,"2005 5TH STREET,MONROE,GREEN,WI",WI,6264
MARATHON,ASPIRUS WAUSAU HOSPITAL,"333 PINE RIDGE BLVD,WAUSAU,MARATHON,WI",WI,9644
WOOD,ASPIRUS RIVERVIEW HOSPITAL & CLINICS INC,"410 DEWEY ST,WISCONSIN RAPIDS,WOOD,WI",WI,52321
MANITOWOC,AURORA MEDICAL CTR MANITOWOC COUNTY,"5000 MEMORIAL DRIVE,TWO RIVERS,MANITOWOC,WI",WI,5470
SHEBOYGAN,AURORA SHEBOYGAN MEMORIAL MEDICAL CTR,"2629 N 7TH ST,SHEBOYGAN,SHEBOYGAN,WI",WI,13674
WOOD,MARSHFIELD MEDICAL CENTER,"611 ST JOSEPH AVE,MARSHFIELD,WOOD,WI",WI,52321
WASHINGTON,AURORA MEDICAL CTR WASHINGTON COUNTY,"1032 E SUMNER ST,HARTFORD,WASHINGTON,WI",WI,711487
SHEBOYGAN,ST NICHOLAS HOSPITAL,"3100 SUPERIOR AVE,SHEBOYGAN,SHEBOYGAN,WI",WI,13674
WINNEBAGO,THEDA CLARK MEDICAL CENTER,"130 2ND ST,NEENAH,WINNEBAGO,WI",WI,229608
BROWN,BELLIN MEMORIAL HOSPITAL,"744 S WEBSTER AVE,GREEN BAY,BROWN,WI",WI,248925
MILWAUKEE,ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,"2323 N LAKE DR,MILWAUKEE,MILWAUKEE,WI",WI,776954
SAUK,SSM HEALTH ST CLARE HOSPITAL - BARABOO,"707 14TH ST,BARABOO,SAUK,WI",WI,9062
RACINE,AURORA MEMORIAL HOSPITAL BURLINGTON,"252 MCHENRY ST,BURLINGTON,RACINE,WI",WI,142575
WAUKESHA,OCONOMOWOC MEMORIAL HOSPITAL,"791 E SUMMIT AVE,OCONOMOWOC,WAUKESHA,WI",WI,83535
WASHINGTON,ST JOSEPHS COMMUNITY HOSPITAL WEST BEND,"3200 PLEASANT VALLEY ROAD,WEST BEND,WASHINGTON,WI",WI,711487
ROCK,MERCY HEALTH SYSTEM CORP,"1000 MINERAL POINT AVE,JANESVILLE,ROCK,WI",WI,60942
EAU CLAIRE,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,"1221 WHIPPLE ST,EAU CLAIRE,EAU CLAIRE,WI",WI,13823
JEFFERSON,FORT MEMORIAL HOSPITAL,"611 SHERMAN AVE E,FORT ATKINSON,JEFFERSON,WI",WI,1068891
BROWN,ST VINCENT HOSPITAL,"835 S VAN BUREN ST,GREEN BAY,BROWN,WI",WI,248925
DODGE,BEAVER DAM COMMUNITY HOSPITAL,"707 S UNIVERSITY AVE,BEAVER DAM,DODGE,WI",WI,79067
MILWAUKEE,WHEATON FRANCISCAN HEALTHCARE ST FRANCIS,"3237 S 16TH ST,MILWAUKEE,MILWAUKEE,WI",WI,776954
DANE,SSM HEALTH ST MARY'S HOSPITAL - MADISON,"700 SOUTH PARK ST,MADISON,DANE,WI",WI,116731
LA CROSSE,GUNDERSEN LUTHERAN MEDICAL CENTER,"1910 SOUTH AVE,LA CROSSE,LA CROSSE,WI",WI,19132
FOND DU LAC,ST AGNES HOSPITAL,"430 E DIVISION ST,FOND DU LAC,FOND DU LAC,WI",WI,21381
DANE,MERITER HOSPITAL,"202 S PARK ST,MADISON,DANE,WI",WI,116731
VILAS,HOWARD YOUNG MEDICAL CENTER,"240 MAPLE ST,WOODRUFF,VILAS,WI",WI,841
SAUK,SAUK PRAIRIE HOSPITAL,"260 26TH STREET,PRAIRIE DU SAC,SAUK,WI",WI,9062
RACINE,WHEATON FRANCISCAN HEALTHCARE ALL SAINTS,"3801 SPRING ST,RACINE,RACINE,WI",WI,142575
BROWN,ST MARY'S HOSPITAL MEDICAL CENTER,"1726 SHAWANO AVE,GREEN BAY,BROWN,WI",WI,248925
DANE,UNIVERSITY OF WI  HOSPITALS & CLINICS AUTHORITY,"600 HIGHLAND AVENUE,MADISON,DANE,WI",WI,116731
ROCK,BELOIT HEALTH SYSTEM,"1969 W HART RD,BELOIT,ROCK,WI",WI,60942
WALWORTH,AURORA LAKELAND MEDICAL CENTER,"W3985 COUNTY ROAD NN,ELKHORN,WALWORTH,WI",WI,41266
WAUKESHA,COMMUNITY MEMORIAL HOSPITAL,"W180 N8085 TOWN HALL RD,MENOMONEE FALLS,WAUKESHA,WI",WI,83535
MANITOWOC,HOLY FAMILY MEMORIAL,"2300 WESTERN AVE,MANITOWOC,MANITOWOC,WI",WI,5470
JUNEAU,MILE BLUFF MEDICAL CENTER,"1050 DIVISION ST,MAUSTON,JUNEAU,WI",WI,2757
MARINETTE,BAY AREA MEDICAL CENTER,"3003 UNIVERSITY DR,MARINETTE,MARINETTE,WI",WI,4030
DODGE,WATERTOWN MEMORIAL HOSPITAL,"125 HOSPITAL DRIVE,WATERTOWN,DODGE,WI",WI,79067
MILWAUKEE,WHEATON FRANCISCAN ST JOSEPH,"5000 W CHAMBERS ST,MILWAUKEE,MILWAUKEE,WI",WI,776954
MILWAUKEE,AURORA ST LUKES MEDICAL CENTER,"2900 W OKLAHOMA AVE,MILWAUKEE,MILWAUKEE,WI",WI,776954
MILWAUKEE,WEST ALLIS MEMORIAL HOSPITAL,"8901 W LINCOLN AVE,WEST ALLIS,MILWAUKEE,WI",WI,776954
OUTAGAMIE,THEDACARE REGIONAL MEDICAL CENTER - APPLETON INC,"1818 N MEADE ST,APPLETON,OUTAGAMIE,WI",WI,28454
MILWAUKEE,FROEDTERT MEMORIAL LUTHERAN HOSPITAL,"9200 W WISCONSIN AVE,MILWAUKEE,MILWAUKEE,WI",WI,776954
KENOSHA,AURORA MEDICAL CENTER KENOSHA,"10400 75TH ST,KENOSHA,KENOSHA,WI",WI,106997
BROWN,AURORA BAYCARE MEDICAL CTR,"2845 GREENBRIER RD,GREEN BAY,BROWN,WI",WI,248925
MILWAUKEE,ORTHOPAEDIC HOSPITAL OF WI,"475 W RIVER WOODS PKWY,GLENDALE,MILWAUKEE,WI",WI,776954
EAU CLAIRE,OAKLEAF SURGICAL HOSPITAL,"1000 OAKLEAF WAY,ALTOONA,EAU CLAIRE,WI",WI,13823
WINNEBAGO,AURORA MEDICAL CTR OSHKOSH,"855 N WESTHAVEN DRIVE,OSHKOSH,WINNEBAGO,WI",WI,229608
MARATHON,ASCENSION ST CLARES HOSPITAL,"3400 MINISTRY PARKWAY,WESTON,MARATHON,WI",WI,9644
MILWAUKEE,MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,"10101 SOUTH 27TH ST  2ND FLOOR,FRANKLIN,MILWAUKEE,WI",WI,776954
WAUKESHA,AURORA MEDICAL CENTER - SUMMIT,"36500 AURORA DRIVE,SUMMIT,WAUKESHA,WI",WI,83535
OZAUKEE,AURORA MEDICAL CENTER - GRAFTON,"975 PORT WASHINGTON ROAD,GRAFTON,OZAUKEE,WI",WI,18116
ROCK,SSM HEALTH ST MARY'S HOSPITAL - JANESVILLE,"3400 EAST RACINE STREET,JANESVILLE,ROCK,WI",WI,60942
EAU CLAIRE,MARSHFIELD MEDICAL CENTER - EAU CLAIRE,"2310 CRAIG RD,EAU CLAIRE,EAU CLAIRE,WI",WI,13823
VILAS,MINISTRY EAGLE RIVER MEMORIAL HOSPITAL,"201 HOSPITAL ROAD,EAGLE RIVER,VILAS,WI",WI,841
TREMPEALEAU,MAYO CLINIC HEALTH SYSTEM OAKRIDGE,"13025 8TH ST,OSSEO,TREMPEALEAU,WI",WI,5885
WAUSHARA,WILD ROSE COMMUNITY MEMORIAL HOSPITAL,"601 GROVE AVE,WILD ROSE,WAUSHARA,WI",WI,1520
VERNON,GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,"400 WATER AVE,HILLSBORO,VERNON,WI",WI,3128
MONROE,MAYO CLINIC HLTH SYSTM FRANCISCAN HLTHCARE SPARTA,"310 W MAIN ST,SPARTA,MONROE,WI",WI,587834
PEPIN,CHIPPEWA VALLEY HOSPITAL,"1220 3RD AVE W,DURAND,PEPIN,WI",WI,248
POLK,AMERY HOSPITAL & CLINIC,"265 GRIFFIN STREET EAST,AMERY,POLK,WI",WI,678790
ADAMS,MOUNDVIEW MEMORIAL HOSPITAL AND CLINICS,"402 W LAKE ST,FRIENDSHIP,ADAMS,WI",WI,401725
OCONTO,HSHS ST CLARE MEMORIAL HOSPITAL,"855 S MAIN ST,OCONTO FALLS,OCONTO,WI",WI,4060
LAFAYETTE,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,"800 CLAY ST,DARLINGTON,LAFAYETTE,WI",WI,34648
LINCOLN,ASCENSION SACRED HEART HOSPITAL,"401 W MOHAWK DR  SUITE 100,TOMAHAWK,LINCOLN,WI",WI,205212
BARRON,MAYO CLINIC HEALTH SYSTEM-NORTHLAND,"1222 E WOODLAND AVE,BARRON,BARRON,WI",WI,2224
TREMPEALEAU,GUNDERSEN TRI-COUNTY HOSPITAL & CLINICS,"18601 LINCOLN ST,WHITEHALL,TREMPEALEAU,WI",WI,5885
POLK,LADD MEMORIAL HOSPITAL,"2600 65TH AVENUE,OSCEOLA,POLK,WI",WI,678790
ROCK,EDGERTON HOSPITAL AND HEALTH SERVICES,"11101 N SHERMAN ROAD,EDGERTON,ROCK,WI",WI,60942
MONROE,TOMAH MEMORIAL HOSPITAL,"501 GOPHER DR,TOMAH,MONROE,WI",WI,587834
FOND DU LAC,RIPON MEDICAL CENTER,"845 PARKSIDE ST,RIPON,FOND DU LAC,WI",WI,21381
GRANT,GRANT REGIONAL HEALTH CENTER,"507 S MONROE ST,LANCASTER,GRANT,WI",WI,79813
